Key	Distrito	Municipio	Freguesia	Eleitores (2022)	Eleitores (2024)	Percentagem de Votantes (2022)	Percentagem de Votantes (2024)	Votos Nulos (2022)	Votos Nulos (2024)	Votos Brancos (2022)	Votos Brancos (2024)	A - Percentagem (2022)	A - Percentagem (2024)	A - Votos (2022)	A - Votos (2024)	ADN - Percentagem (2022)	ADN - Percentagem (2024)	ADN - Votos (2022)	ADN - Votos (2024)	B.E. - Percentagem (2022)	B.E. - Percentagem (2024)	B.E. - Votos (2022)	B.E. - Votos (2024)	CDS-PP - Percentagem (2022)	CDS-PP - Percentagem (2024)	CDS-PP - Votos (2022)	CDS-PP - Votos (2024)	CH - Percentagem (2022)	CH - Percentagem (2024)	CH - Votos (2022)	CH - Votos (2024)	E - Percentagem (2022)	E - Percentagem (2024)	E - Votos (2022)	E - Votos (2024)	IL - Percentagem (2022)	IL - Percentagem (2024)	IL - Votos (2022)	IL - Votos (2024)	JPP - Percentagem (2022)	JPP - Percentagem (2024)	JPP - Votos (2022)	JPP - Votos (2024)	L - Percentagem (2022)	L - Percentagem (2024)	L - Votos (2022)	L - Votos (2024)	MAS - Percentagem (2022)	MAS - Percentagem (2024)	MAS - Votos (2022)	MAS - Votos (2024)	MPT - Percentagem (2022)	MPT - Percentagem (2024)	MPT - Votos (2022)	MPT - Votos (2024)	MPT.A - Percentagem (2022)	MPT.A - Percentagem (2024)	MPT.A - Votos (2022)	MPT.A - Votos (2024)	NC - Percentagem (2022)	NC - Percentagem (2024)	NC - Votos (2022)	NC - Votos (2024)	ND - Percentagem (2022)	ND - Percentagem (2024)	ND - Votos (2022)	ND - Votos (2024)	PAN - Percentagem (2022)	PAN - Percentagem (2024)	PAN - Votos (2022)	PAN - Votos (2024)	PCP-PEV - Percentagem (2022)	PCP-PEV - Percentagem (2024)	PCP-PEV - Votos (2022)	PCP-PEV - Votos (2024)	PCTP/MRPP - Percentagem (2022)	PCTP/MRPP - Percentagem (2024)	PCTP/MRPP - Votos (2022)	PCTP/MRPP - Votos (2024)	PPD/PSD - Percentagem (2022)	PPD/PSD - Percentagem (2024)	PPD/PSD - Votos (2022)	PPD/PSD - Votos (2024)	PPD/PSD.CDS-PP - Percentagem (2022)	PPD/PSD.CDS-PP - Percentagem (2024)	PPD/PSD.CDS-PP - Votos (2022)	PPD/PSD.CDS-PP - Votos (2024)	PPD/PSD.CDS-PP.PPM - Percentagem (2022)	PPD/PSD.CDS-PP.PPM - Percentagem (2024)	PPD/PSD.CDS-PP.PPM - Votos (2022)	PPD/PSD.CDS-PP.PPM - Votos (2024)	PPM - Percentagem (2022)	PPM - Percentagem (2024)	PPM - Votos (2022)	PPM - Votos (2024)	PS - Percentagem (2022)	PS - Percentagem (2024)	PS - Votos (2022)	PS - Votos (2024)	PTP - Percentagem (2022)	PTP - Percentagem (2024)	PTP - Votos (2022)	PTP - Votos (2024)	R.I.R. - Percentagem (2022)	R.I.R. - Percentagem (2024)	R.I.R. - Votos (2022)	R.I.R. - Votos (2024)	VP - Percentagem (2022)	VP - Percentagem (2024)	VP - Votos (2022)	VP - Votos (2024)
LOCAL-031012	Braga	Terras de Bouro	Ribeira	227	219	0.6035	0.6575	0	1	1	6	0	0	0	0	0	0.0139	0	2	0.0365	0.0417	5	6	0	0	0	0	0.0584	0.2361	8	34	0	0	0	0	0.0219	0.0139	3	2	0	0	0	0	0.0073	0.0278	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069	0	1	0	0	0	0	0.0146	0.0139	2	2	0.0146	0.0208	2	3	0	0	0	0	0.5474	0	75	0	0	0	0	0	0	0.4306	0	62	0	0	0	0	0.292	0.1319	40	19	0	0	0	0	0	0.0139	0	2	0	0	0	0
LOCAL-031013	Braga	Terras de Bouro	Rio Caldo	808	788	0.5606	0.6409	2	5	3	14	0	0	0	0	0	0.0178	0	9	0.0177	0.0178	8	9	0.0155	0	7	0	0.0773	0.1446	35	73	0	0	0	0	0.0177	0.0356	8	18	0	0	0	0	0.0022	0.004	1	2	0.0066	0	3	0	0	0	0	0	0	0.0059	0	3	0	0	0	0	0	0.002	0	1	0.0066	0.004	3	2	0	0.0079	0	4	0	0	0	0	0.5033	0	228	0	0	0	0	0	0	0.5129	0	259	0	0	0	0	0.3377	0.2059	153	104	0.0044	0	2	0	0	0.002	0	1	0	0.002	0	1
LOCAL-031014	Braga	Terras de Bouro	Souto	482	477	0.6328	0.7254	2	6	7	0	0	0	0	0	0	0.0202	0	7	0.023	0.026	7	9	0.023	0	7	0	0.0918	0.2601	28	90	0	0	0	0	0.0262	0.0318	8	11	0	0	0	0	0	0.0145	0	5	0.0033	0	1	0	0.0033	0	1	0	0	0.0029	0	1	0	0	0	0	0	0.0029	0	1	0.0066	0.0145	2	5	0.023	0.0173	7	6	0	0.0029	0	1	0.4066	0	124	0	0	0	0	0	0	0.3699	0	128	0	0	0	0	0.3508	0.2139	107	74	0.0066	0	2	0	0.0033	0.0058	1	2	0.0033	0	1	0
LOCAL-031015	Braga	Terras de Bouro	Valdosende	551	548	0.6515	0.708	1	2	5	6	0	0	0	0	0	0.0155	0	6	0.0279	0.0155	10	6	0.0084	0	3	0	0.0696	0.2088	25	81	0	0.0026	0	1	0.0306	0.0309	11	12	0.0028	0	1	0	0.0056	0.0052	2	2	0.0028	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0	3	0.0084	0.0052	3	2	0.0418	0.0593	15	23	0	0.0077	0	3	0.3538	0	127	0	0	0	0	0	0	0.3505	0	136	0	0	0	0	0.429	0.268	154	104	0.0028	0	1	0	0	0	0	0	0	0.0026	0	1
LOCAL-031017	Braga	Terras de Bouro	Vilar da Veiga	1105	1092	0.5819	0.6447	4	7	7	11	0	0	0	0	0	0.0241	0	17	0.0187	0.0213	12	15	0.0093	0	6	0	0.0638	0.1861	41	131	0	0	0	0	0.0249	0.0284	16	20	0	0	0	0	0.0047	0.0142	3	10	0	0	0	0	0.0016	0	1	0	0	0	0	0	0	0	0	0	0	0.0057	0	4	0.0078	0.0128	5	9	0.0389	0.0298	25	21	0	0.0057	0	4	0.3142	0	202	0	0	0	0	0	0	0.331	0	233	0	0	0	0	0.4977	0.3111	320	219	0	0	0	0	0.0016	0.0043	1	3	0	0	0	0
LOCAL-031122	Braga	Vieira do Minho	Anissó e Soutelo	381	368	0.5801	0.6658	4	5	0	2	0.0045	0	1	0	0	0.0245	0	6	0.0226	0.0204	5	5	0.0317	0	7	0	0.0498	0.1388	11	34	0	0	0	0	0.0136	0.0204	3	5	0	0	0	0	0.009	0	2	0	0	0	0	0	0.0045	0	1	0	0	0	0	0	0	0.0041	0	1	0	0	0	0	0.0181	0.0082	4	2	0.0271	0.0204	6	5	0	0	0	0	0.457	0	101	0	0	0	0	0	0	0.4327	0	106	0	0	0	0	0.3439	0.298	76	73	0	0	0	0	0	0.0041	0	1	0	0	0	0
LOCAL-031123	Braga	Vieira do Minho	Anjos e Vilar do Chão	602	567	0.6163	0.7037	1	2	5	11	0	0	0	0	0	0.0251	0	10	0.027	0.0075	10	3	0.0216	0	8	0	0.0674	0.1454	25	58	0	0	0	0	0.0081	0.0351	3	14	0	0	0	0	0	0.015	0	6	0	0	0	0	0	0	0	0	0	0.0025	0	1	0	0	0	0	0	0.005	0	2	0	0	0	0	0.0108	0.015	4	6	0	0.0025	0	1	0.4609	0	171	0	0	0	0	0	0	0.4486	0	179	0	0	0	0	0.3774	0.2632	140	105	0.0054	0	2	0	0.0054	0	2	0	0	0.0025	0	1
LOCAL-031124	Braga	Vieira do Minho	Caniçada e Soengas	553	545	0.6239	0.6917	1	4	6	3	0	0	0	0	0	0.0239	0	9	0.0174	0.0106	6	4	0.0174	0	6	0	0.0754	0.2122	26	80	0	0	0	0	0.0174	0.0239	6	9	0	0.0027	0	1	0	0.008	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	1	0	0.008	0	3	0	0.0053	0	2	0.0174	0.0106	6	4	0	0	0	0	0.4986	0	172	0	0	0	0	0	0	0.4218	0	159	0	0	0	0	0.3333	0.2493	115	94	0.0029	0	1	0	0	0.0027	0	1	0	0	0	0
LOCAL-031105	Braga	Vieira do Minho	Cantelães	697	667	0.5667	0.6327	3	2	5	3	0	0	0	0	0	0.019	0	8	0.0329	0.0379	13	16	0.0152	0	6	0	0.0911	0.2014	36	85	0	0.0047	0	2	0.0253	0.0261	10	11	0	0	0	0	0.0025	0.0118	1	5	0	0	0	0	0	0	0	0	0	0.0024	0	1	0	0	0	0	0	0.0024	0	1	0.0051	0.0024	2	1	0.0354	0.0332	14	14	0	0.0024	0	1	0.3595	0	142	0	0	0	0	0	0	0.3246	0	137	0	0	0	0	0.4	0.3081	158	130	0.0051	0	2	0	0.0051	0.0095	2	4	0.0025	0.0024	1	1
LOCAL-031107	Braga	Vieira do Minho	Eira Vedra	638	633	0.6489	0.7093	7	4	1	6	0	0	0	0	0	0.0089	0	4	0.0242	0.0423	10	19	0.0024	0	1	0	0.07	0.1537	29	69	0.0024	0.0022	1	1	0.0266	0.0379	11	17	0.0024	0.0022	1	1	0.0097	0.0089	4	4	0.0024	0	1	0	0.0024	0	1	0	0	0	0	0	0	0.0022	0	1	0	0	0	0	0.0169	0.0089	7	4	0.0169	0.0134	7	6	0	0	0	0	0.3164	0	131	0	0	0	0	0	0	0.314	0	141	0	0	0	0	0.4855	0.3808	201	171	0	0	0	0	0.0024	0	1	0	0	0.0022	0	1
LOCAL-031108	Braga	Vieira do Minho	Guilhofrei	941	949	0.5367	0.5996	5	4	5	4	0	0	0	0	0	0.0422	0	24	0.0079	0.0176	4	10	0.0238	0	12	0	0.0634	0.1828	32	104	0.002	0	1	0	0.0356	0.0404	18	23	0	0	0	0	0.002	0.0088	1	5	0	0	0	0	0	0	0	0	0	0.0018	0	1	0	0.0018	0	1	0	0.0105	0	6	0.0139	0.007	7	4	0.0099	0.0053	5	3	0	0.0018	0	1	0.4238	0	214	0	0	0	0	0	0	0.4112	0	234	0	0	0	0	0.3861	0.2408	195	137	0	0	0	0	0.0119	0.0141	6	8	0	0	0	0
LOCAL-031109	Braga	Vieira do Minho	Louredo	425	422	0.4988	0.5972	2	4	3	4	0	0	0	0	0	0.0079	0	2	0.0047	0.0119	1	3	0.0236	0	5	0	0.1604	0.1984	34	50	0.0047	0.004	1	1	0.0047	0.0278	1	7	0.0047	0	1	0	0	0.0159	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	1	0.0047	0.0079	1	2	0.0236	0.0119	5	3	0	0.004	0	1	0.4623	0	98	0	0	0	0	0	0	0.4643	0	117	0	0	0	0	0.2736	0.2063	58	52	0	0	0	0	0.0047	0.004	1	1	0.0047	0	1	0
LOCAL-031110	Braga	Vieira do Minho	Mosteiro	688	664	0.5436	0.6521	2	8	3	7	0	0	0	0	0	0.0277	0	12	0.0348	0.0208	13	9	0.0134	0	5	0	0.0374	0.1732	14	75	0	0	0	0	0.0241	0.0346	9	15	0	0	0	0	0.0027	0.0092	1	4	0	0	0	0	0	0	0	0	0	0.0023	0	1	0	0	0	0	0	0.0023	0	1	0.008	0.0069	3	3	0.0053	0.0092	2	4	0	0.0023	0	1	0.4412	0	165	0	0	0	0	0	0	0.418	0	181	0	0	0	0	0.4091	0.2564	153	111	0	0	0	0	0.0107	0.0023	4	1	0	0	0	0
LOCAL-031111	Braga	Vieira do Minho	Parada de Bouro	445	437	0.6067	0.6682	3	0	2	4	0	0	0	0	0	0.0205	0	6	0.0185	0.0103	5	3	0.0074	0	2	0	0.0778	0.1747	21	51	0.0037	0	1	0	0.0185	0.0205	5	6	0	0	0	0	0.0037	0.0068	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068	0	2	0	0.0068	0	2	0.0111	0	3	0	0	0.0068	0	2	0.3963	0	107	0	0	0	0	0	0	0.3904	0	114	0	0	0	0	0.4407	0.3425	119	100	0	0	0	0	0.0037	0	1	0	0	0	0	0
LOCAL-031112	Braga	Vieira do Minho	Pinheiro	409	396	0.5721	0.6364	1	6	5	7	0	0	0	0	0	0.0357	0	9	0.0256	0.0238	6	6	0.0085	0	2	0	0.047	0.123	11	31	0	0	0	0	0.0214	0.0238	5	6	0.0085	0.004	2	1	0	0.0159	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159	0	4	0.0171	0.0198	4	5	0.0171	0.0159	4	4	0	0.0159	0	4	0.4274	0	100	0	0	0	0	0	0	0.3849	0	97	0	0	0	0	0.3974	0.2659	93	67	0.0043	0	1	0	0	0	0	0	0	0.004	0	1
LOCAL-031113	Braga	Vieira do Minho	Rossas	1640	1601	0.4976	0.5603	3	11	1	7	0.0012	0	1	0	0	0.0156	0	14	0.011	0.0134	9	12	0.011	0	9	0	0.0613	0.1472	50	132	0	0	0	0	0.0159	0.0156	13	14	0	0	0	0	0.0074	0.0134	6	12	0	0	0	0	0	0	0	0	0	0.0011	0	1	0	0	0	0	0	0.0078	0	7	0.0098	0.0056	8	5	0.011	0.0067	9	6	0	0.0022	0	2	0.451	0	368	0	0	0	0	0	0	0.4203	0	377	0	0	0	0	0.4093	0.3278	334	294	0	0	0	0	0.0061	0.0022	5	2	0	0.0011	0	1
LOCAL-031125	Braga	Vieira do Minho	Ruivães e Campos	798	756	0.6065	0.6257	7	6	4	5	0	0	0	0	0	0.0296	0	14	0.0083	0.0063	4	3	0.0145	0	7	0	0.0393	0.1268	19	60	0	0	0	0	0.0124	0.0233	6	11	0	0	0	0	0.0062	0.0106	3	5	0.0041	0	2	0	0	0	0	0	0	0.0021	0	1	0	0.0021	0	1	0	0.0042	0	2	0.0021	0.0042	1	2	0.0103	0.0042	5	2	0	0.0021	0	1	0.405	0	196	0	0	0	0	0	0	0.3911	0	185	0	0	0	0	0.4711	0.3679	228	174	0.0021	0	1	0	0	0.0021	0	1	0.0021	0	1	0
LOCAL-031115	Braga	Vieira do Minho	Salamonde	386	372	0.5492	0.5645	1	1	0	2	0.0047	0	1	0	0	0.0095	0	2	0.0236	0.0238	5	5	0	0	0	0	0.0519	0.1	11	21	0.0047	0	1	0	0.0047	0.0095	1	2	0	0	0	0	0.0047	0.0095	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	1	0.0142	0.0048	3	1	0.0189	0.0143	4	3	0	0	0	0	0.2877	0	61	0	0	0	0	0	0	0.2905	0	61	0	0	0	0	0.5802	0.519	123	109	0	0	0	0	0	0	0	0	0	0	0	0
LOCAL-031118	Braga	Vieira do Minho	Tabuaças	880	876	0.5818	0.6758	2	6	7	11	0	0	0	0	0	0.022	0	13	0.0234	0.0287	12	17	0.0098	0	5	0	0.084	0.174	43	103	0.002	0	1	0	0.0176	0.0439	9	26	0	0	0	0	0.0059	0.0101	3	6	0.002	0	1	0	0.002	0	1	0	0	0	0	0	0	0.0017	0	1	0	0.0034	0	2	0.0098	0.0135	5	8	0.0176	0.0135	9	8	0	0.0017	0	1	0.4355	0	223	0	0	0	0	0	0	0.4324	0	256	0	0	0	0	0.3633	0.2264	186	134	0	0	0	0	0.0098	0	5	0	0	0	0	0
LOCAL-031126	Braga	Vieira do Minho	Ventosa e Cova	635	618	0.5008	0.6117	2	3	3	8	0.0031	0	1	0	0	0.0185	0	7	0.0377	0.0397	12	15	0.0126	0	4	0	0.1006	0.1614	32	61	0	0.0026	0	1	0.0126	0.0265	4	10	0	0	0	0	0.0094	0.0079	3	3	0	0	0	0	0	0	0	0	0	0.0079	0	3	0	0	0	0	0	0.0026	0	1	0.0063	0.0053	2	2	0.0189	0.0079	6	3	0	0.0079	0	3	0.4591	0	146	0	0	0	0	0	0	0.4365	0	165	0	0	0	0	0.3145	0.2381	100	90	0.0031	0	1	0	0.0063	0.0053	2	2	0	0.0026	0	1
LOCAL-031120	Braga	Vieira do Minho	Vieira do Minho	2306	2295	0.5694	0.6597	14	22	16	26	0.0008	0	1	0	0	0.0145	0	22	0.0274	0.0324	36	49	0.0137	0	18	0	0.064	0.1869	84	283	0.0008	0	1	0	0.0297	0.0343	39	52	0	0	0	0	0.0053	0.0125	7	19	0.0015	0	2	0	0	0	0	0	0	0	0	0	0	0.0013	0	2	0	0.0059	0	9	0.0091	0.0059	12	9	0.0206	0.0159	27	24	0	0.0026	0	4	0.4006	0	526	0	0	0	0	0	0	0.3752	0	568	0	0	0	0	0.4029	0.2801	529	424	0	0	0	0	0.0008	0.0007	1	1	0	0	0	0
LOCAL-031250	Braga	Vila Nova de Famalicão	Antas e Abade de Vermoim	6530	6600	0.6743	0.7573	25	32	43	79	0.0005	0	2	0	0	0.013	0	65	0.0395	0.0356	174	178	0.0161	0	71	0	0.0481	0.1445	212	722	0.0009	0.0006	4	3	0.0591	0.0692	260	346	0.0007	0.0004	3	2	0.0095	0.0268	42	134	0.0014	0	6	0	0.0002	0	1	0	0	0.001	0	5	0	0.0004	0	2	0	0.0014	0	7	0.0159	0.0136	70	68	0.0157	0.014	69	70	0	0.0024	0	12	0.407	0	1792	0	0	0	0	0	0	0.3942	0	1970	0	0	0	0	0.3657	0.2537	1610	1268	0.0005	0	2	0	0.0034	0.0052	15	26	0.0005	0.0018	2	9
LOCAL-031251	Braga	Vila Nova de Famalicão	Arnoso (Santa Maria e Santa Eulália) e Sezures	3173	3218	0.6568	0.7334	29	29	32	37	0	0	0	0	0	0.022	0	52	0.0293	0.0297	61	70	0.0154	0	32	0	0.0624	0.1746	130	412	0.001	0.0013	2	3	0.0321	0.0445	67	105	0.0019	0.0013	4	3	0.0048	0.0161	10	38	0.001	0	2	0	0.0024	0	5	0	0	0.0013	0	3	0	0.0008	0	2	0	0.0055	0	13	0.0106	0.0186	22	44	0.024	0.0144	50	34	0	0.0034	0	8	0.3196	0	666	0	0	0	0	0	0	0.3292	0	777	0	0	0	0	0.4583	0.3021	955	713	0.001	0	2	0	0.0062	0.0055	13	13	0.001	0.0017	2	4
LOCAL-031252	Braga	Vila Nova de Famalicão	Avidos e Lagoa	2291	2313	0.6971	0.767	14	21	14	28	0	0	0	0	0	0.0152	0	27	0.0319	0.0349	51	62	0.0144	0	23	0	0.0545	0.1652	87	293	0.0006	0.0017	1	3	0.0382	0.0434	61	77	0.0025	0.0006	4	1	0.0069	0.018	11	32	0.0013	0	2	0	0	0	0	0	0	0.0011	0	2	0	0	0	0	0	0.0017	0	3	0.0163	0.0163	26	29	0.0131	0.009	21	16	0	0.0028	0	5	0.3262	0	521	0	0	0	0	0	0	0.3168	0	562	0	0	0	0	0.4715	0.341	753	605	0.0019	0	3	0	0.0025	0.0045	4	8	0.0006	0	1	0
LOCAL-031204	Braga	Vila Nova de Famalicão	Bairro	3112	3073	0.6099	0.687	11	14	17	26	0	0	0	0	0	0.0147	0	31	0.0332	0.0369	63	78	0.0163	0	31	0	0.0553	0.1549	105	327	0.0016	0	3	0	0.0342	0.0431	65	91	0.0005	0.0024	1	5	0.0042	0.0185	8	39	0.0005	0	1	0	0.0011	0	2	0	0	0.0014	0	3	0	0.0014	0	3	0	0.0038	0	8	0.0095	0.0175	18	37	0.0258	0.0133	49	28	0	0.0033	0	7	0.3678	0	698	0	0	0	0	0	0	0.3505	0	740	0	0	0	0	0.4305	0.3117	817	658	0.0005	0	1	0	0.0042	0.0062	8	13	0	0.0014	0	3
LOCAL-031206	Braga	Vila Nova de Famalicão	Brufe	1998	2017	0.6682	0.7407	10	10	4	20	0	0	0	0	0	0.0141	0	21	0.0322	0.0335	43	50	0.0255	0	34	0	0.0412	0.16	55	239	0	0	0	0	0.0464	0.0502	62	75	0	0	0	0	0.006	0.0094	8	14	0	0	0	0	0.0015	0	2	0	0	0.0007	0	1	0	0	0	0	0	0.0054	0	8	0.009	0.0174	12	26	0.036	0.0167	48	25	0	0.0033	0	5	0.3528	0	471	0	0	0	0	0	0	0.3548	0	530	0	0	0	0	0.433	0.3126	578	467	0.0007	0	1	0	0.0045	0.0013	6	2	0.0007	0.0007	1	1
LOCAL-031253	Braga	Vila Nova de Famalicão	Carreira e Bente	2301	2265	0.6206	0.6989	11	18	20	17	0.0007	0	1	0	0	0.0139	0	22	0.0315	0.0423	45	67	0.0119	0	17	0	0.0434	0.1573	62	249	0.0007	0.0013	1	2	0.0287	0.0436	41	69	0.0021	0.0006	3	1	0.0091	0.0171	13	27	0.0007	0	1	0	0.0021	0	3	0	0	0.0019	0	3	0	0.0013	0	2	0	0.0032	0	5	0.0147	0.0145	21	23	0.021	0.0196	30	31	0	0.0069	0	11	0.3158	0	451	0	0	0	0	0	0	0.2994	0	474	0	0	0	0	0.4923	0.3512	703	556	0.0007	0	1	0	0.0021	0.0006	3	1	0.0007	0.0032	1	5
LOCAL-031210	Braga	Vila Nova de Famalicão	Castelões	1794	1790	0.6449	0.7553	11	7	14	31	0	0	0	0	0	0.0214	0	29	0.0328	0.0436	38	59	0.0069	0	8	0	0.0666	0.1575	77	213	0.0026	0.0015	3	2	0.0303	0.0673	35	91	0.0009	0.0022	1	3	0.0061	0.0178	7	24	0.0009	0	1	0	0.0009	0	1	0	0	0.0022	0	3	0	0.0007	0	1	0	0.0081	0	11	0.0121	0.0081	14	11	0.0147	0.0148	17	20	0	0.0015	0	2	0.2748	0	318	0	0	0	0	0	0	0.2707	0	366	0	0	0	0	0.522	0.3513	604	475	0.0017	0	2	0	0.0052	0.0022	6	3	0	0.0007	0	1
LOCAL-031212	Braga	Vila Nova de Famalicão	Cruz	1499	1512	0.7305	0.7996	12	15	14	19	0	0	0	0	0	0.0157	0	19	0.0247	0.0273	27	33	0.0192	0	21	0	0.0447	0.1464	49	177	0	0	0	0	0.0493	0.0554	54	67	0.0009	0.0017	1	2	0.0055	0.0223	6	27	0.0009	0	1	0	0.0018	0	2	0	0	0.0017	0	2	0	0.0008	0	1	0	0.0066	0	8	0.011	0.0132	12	16	0.0183	0.0174	20	21	0	0.0033	0	4	0.39	0	427	0	0	0	0	0	0	0.3739	0	452	0	0	0	0	0.4082	0.2821	447	341	0.0018	0	2	0	0	0.0025	0	3	0	0.0017	0	2
LOCAL-031213	Braga	Vila Nova de Famalicão	Delães	3610	3598	0.6288	0.7065	18	29	24	48	0.0009	0	2	0	0	0.0146	0	37	0.0467	0.0484	106	123	0.0088	0	20	0	0.0445	0.1566	101	398	0.0009	0.0008	2	2	0.026	0.0468	59	119	0.0013	0.0004	3	1	0.0066	0.0173	15	44	0.0004	0	1	0	0.0009	0	2	0	0	0	0	0	0	0.0008	0	2	0	0.0031	0	8	0.0106	0.0173	24	44	0.0313	0.0283	71	72	0	0.0028	0	7	0.2361	0	536	0	0	0	0	0	0	0.225	0	572	0	0	0	0	0.5617	0.3989	1275	1014	0	0	0	0	0.004	0.0051	9	13	0.0009	0.0035	2	9
LOCAL-031254	Braga	Vila Nova de Famalicão	Esmeriz e Cabeçudos	3229	3292	0.6569	0.7552	19	22	42	49	0.0005	0	1	0	0	0.0181	0	45	0.0311	0.0322	66	80	0.0193	0	41	0	0.0589	0.1702	125	423	0	0.0008	0	2	0.042	0.0499	89	124	0.0009	0.0008	2	2	0.0066	0.0225	14	56	0.0005	0	1	0	0.0005	0	1	0	0	0	0	0	0	0.0004	0	1	0	0.0032	0	8	0.0094	0.0121	20	30	0.0151	0.006	32	15	0	0.0032	0	8	0.3899	0	827	0	0	0	0	0	0	0.3894	0	968	0	0	0	0	0.3894	0.2554	826	635	0.0009	0	2	0	0.0047	0.0064	10	16	0.0014	0.0008	3	2
LOCAL-031215	Braga	Vila Nova de Famalicão	Fradelos	3481	3501	0.6217	0.7192	17	31	37	46	0	0	0	0	0	0.0135	0	34	0.0268	0.0242	58	61	0.0176	0	38	0	0.0689	0.2077	149	523	0.0009	0	2	0	0.037	0.0469	80	118	0.0005	0.0008	1	2	0.0037	0.0147	8	37	0.0009	0	2	0	0.0014	0	3	0	0	0.0008	0	2	0	0.0008	0	2	0	0.004	0	10	0.0092	0.0087	20	22	0.0083	0.006	18	15	0	0.0016	0	4	0.3863	0	836	0	0	0	0	0	0	0.3654	0	920	0	0	0	0	0.4071	0.2677	881	674	0	0	0	0	0.0065	0.0056	14	14	0	0.0012	0	3
LOCAL-031216	Braga	Vila Nova de Famalicão	Gavião	3369	3457	0.6682	0.7567	21	20	29	43	0.0004	0	1	0	0	0.018	0	47	0.0302	0.0359	68	94	0.0173	0	39	0	0.056	0.1464	126	383	0.0009	0	2	0	0.0506	0.0669	114	175	0.0004	0.0004	1	1	0.0084	0.0218	19	57	0	0	0	0	0.0004	0	1	0	0	0.0008	0	2	0	0.0023	0	6	0	0.0031	0	8	0.0102	0.013	23	34	0.016	0.0111	36	29	0	0.0027	0	7	0.3554	0	800	0	0	0	0	0	0	0.367	0	960	0	0	0	0	0.4243	0.2817	955	737	0.0018	0	4	0	0.0049	0.0042	11	11	0.0004	0.0008	1	2
LOCAL-031255	Braga	Vila Nova de Famalicão	Gondifelos, Cavalões e Outiz	4571	4675	0.6128	0.7174	24	27	34	54	0.0004	0	1	0	0	0.0227	0	76	0.0286	0.0271	80	91	0.0225	0	63	0	0.0714	0.2194	200	736	0.0014	0.0006	4	2	0.0382	0.0447	107	150	0.0011	0.0006	3	2	0.0061	0.0149	17	50	0	0	0	0	0.0004	0	1	0	0	0.0012	0	4	0	0.0006	0	2	0	0.0057	0	19	0.0125	0.0125	35	42	0.0121	0.0116	34	39	0	0.0033	0	11	0.4234	0	1186	0	0	0	0	0	0	0.3939	0	1321	0	0	0	0	0.3574	0.2093	1001	702	0.0004	0	1	0	0.0025	0.0057	7	19	0.0011	0.0021	3	7
LOCAL-031219	Braga	Vila Nova de Famalicão	Joane	7044	7108	0.6769	0.7594	35	40	63	116	0.0004	0	2	0	0	0.0148	0	80	0.0449	0.0448	214	242	0.0182	0	87	0	0.0472	0.1378	225	744	0.0004	0.0006	2	3	0.0352	0.0565	168	305	0.0015	0.0007	7	4	0.0061	0.0182	29	98	0.0006	0	3	0	0.0006	0	3	0	0	0.0011	0	6	0	0.0004	0	2	0	0.0033	0	18	0.0111	0.0172	53	93	0.021	0.0169	100	91	0	0.0026	0	14	0.3194	0	1523	0	0	0	0	0	0	0.3246	0	1752	0	0	0	0	0.4681	0.3277	2232	1769	0.001	0	5	0	0.0036	0.0033	17	18	0	0.0006	0	3
LOCAL-031221	Braga	Vila Nova de Famalicão	Landim	2621	2599	0.6158	0.7234	11	16	28	42	0.0012	0	2	0	0	0.0218	0	41	0.0341	0.0383	55	72	0.0149	0	24	0	0.0502	0.192	81	361	0.0012	0.0005	2	1	0.0428	0.0463	69	87	0.0006	0.0005	1	1	0.0056	0.0117	9	22	0.0006	0	1	0	0	0	0	0	0	0.0037	0	7	0	0	0	0	0	0.0037	0	7	0.0112	0.016	18	30	0.0161	0.0154	26	29	0	0.0037	0	7	0.3135	0	506	0	0	0	0	0	0	0.2973	0	559	0	0	0	0	0.4796	0.3138	774	590	0.0006	0	1	0	0.0037	0.0032	6	6	0	0.0011	0	2
LOCAL-031256	Braga	Vila Nova de Famalicão	Lemenhe, Mouquim e Jesufrei	2809	2821	0.6967	0.782	26	35	23	47	0	0	0	0	0	0.0222	0	49	0.0276	0.0277	54	61	0.0189	0	37	0	0.0526	0.17	103	375	0.0005	0.0014	1	3	0.0399	0.0508	78	112	0	0.0009	0	2	0.0051	0.0136	10	30	0.0015	0	3	0	0	0	0	0	0	0.0018	0	4	0	0.0005	0	1	0	0.0054	0	12	0.0112	0.0131	22	29	0.0097	0.0095	19	21	0	0.0009	0	2	0.3792	0	742	0	0	0	0	0	0	0.3645	0	804	0	0	0	0	0.4241	0.2761	830	609	0.0005	0	1	0	0.0036	0.0041	7	9	0.0005	0.0005	1	1
